reviewNum,domainID,aspectCategoryPolarity,review,aspectCategory,domain,reviewID,predictedCategory,predictedCategorySentiment
374,tab_842,neu,3जी (3G) के लगातार इस्तेमाल पर बैटरी लाइफ तीन से चार घंटे में ही चुक जाती है।,hardware,tab,tab_842,software,pos
375,tab_844,con,"स्पेसिफिकेशन, परफॉर्मेंस और कीमत सभी टैबलेट के पक्ष में जाते हैं, लेकिन गरम होने की समस्या इस टैबलेट की पूरे लाभ पर पानी फेर देती है।",price,tab,tab_844,software,pos
376,tab_849,neg,ज्यादातर एप्पस काम के  नहीं  हैं।,software,tab,tab_849,software,pos
377,tab_850,neu,"इसी तरह मिलाग्रो की ओर से एक अन्य टैबलेट टैबटॉप 7.4 सामने आयाजा जिसके बारे में कंपनी का दावा है , कि यह सबसे स्लिम और पावरफुल टैबलेट है।",design,tab,tab_850,software,pos
378,tab_852,pos,टैबलेट वाकई काफी स्लिम है  और इसकी सर्वाधिक मोटाई 6.6 mm है।,design,tab,tab_852,software,pos
379,tab_870,pos,"यह रिजोल्यूशन अच्छा है , और मार्केट में उपलब्ध अन्य विकल्पों की तरह है।",misc,tab,tab_870,software,pos
380,tab_874,neu,"यह टैबलेट 1.2 GHz प्रोसेसर के साथ आता है , और इसमें 512 MB डीडीआर3 रैम और डुअल माली 400 एमपी है।",hardware,tab,tab_874,hardware,pos
381,tab_903,pos,"पिक्चर को क्रॉप और रोटेट करने के साथ शेयरिंग और एडिटिंग, लेवल सेट करना, रेड आई को हटाना, इफेक्ट डालना और भी बहुत कुछ आसान है।",software,tab,tab_903,software,pos
382,tab_914,pos,इस कीमत पर यह टैबलेट वाकई पैसा वसूल है।,price,tab,tab_914,price,pos
383,tab_920,pos,सहज टच स्क्रीन खासियत है।,hardware,tab,tab_920,software,pos
384,tab_932,neg,पर यह थोड़ा अजीब लगता है  क्योंकि कम कीमत के ज्यादातर टैबलेट में 7 इंची डिसप्ले लगा है।,design,tab,tab_932,software,pos
386,tab_949,neg,दुःख की बात है  कि फोन में एंड्रॉयड जिंजरब्रेड ऑपरेटिंग सिस्टम का पुराना वर्जन- एंड्रॉयड 2.3.1 ही लगा है।,hardware,tab,tab_949,software,pos
387,tab_952,con,भारी ग्राफिक्स वाले खेलों के लिए टैबलेट की प्रतिक्रिया धीमी हो सकती है  लेकिन वास्तव में यह ऐसे गेम को खेलने में सक्षम है।,hardware,tab,tab_952,software,pos
388,tab_966,pos,कुल मिलाकर इसके फीचर के मद्देनजर टैबलेट अच्छा है।,design,tab,tab_966,software,pos
389,tab_968,pos,"इस टैबलेट की एक और अच्छी बात यह है , कि यह 3जी डाटा कार्ड, एक एलएएन एडॉप्टर, एक चमड़े का कवर तथा एक जोड़ा रीबॉक धूप के चश्मे के साथ (ऑनलाइन विक्रेता के अनुसार) आता है  जो प्रभावी रूप से टैबलेट की कीमत लगभग 9000 रुपये के स्तर तक कम कर देते हैं।",price,tab,tab_968,software,pos
390,tab_978,con,और जब हमने इसे पहली बार देखा तो कीमत तथा परफार्मेंस को अच्छा पाया पर बाद में कुछ खामियां भी मिली।,misc,tab,tab_978,software,pos
391,tab_982,neg,इस तरह की स्थापना समस्या पैदा करती है  जबकि आप कई कनेक्टर का उपयोग करना चाहते हैं तथा इसे बर्बाद कर देती है।,hardware,tab,tab_982,software,pos
392,tab_983,neu,"हालांकि यूजर एक साथ दो से ज्यादा कनेक्टर का उपयोग नहीं करता है , तथा एक तरफ सारे पोर्ट की स्थापना से उन तक पहुंच को आसान बनाता है।",hardware,tab,tab_983,software,pos
393,tab_989,neu,यह अन्दर लगे एक मल्टीटच एप्लीकेशन के द्वारा यह जांचने की सुविधा देता है  कि टच कितना सही काम कर रहा है।,software,tab,tab_989,software,pos
394,tab_997,pos,"एप्लीकेशन न केवल परफार्मेंस को अधिकतम करने की सुविधा देता है , बल्कि स्पीड को नियंत्रित करने की भी सुविधा देता है , ताकि बैटरी लाइफ को बढ़ाया जा सके।",software,tab,tab_997,software,pos
395,tab_1004,neu,"तथा कुछ अतिरिक्त एप्लीकेशन के अलावा जिनकी चर्चा हम ऊपर के पैराग्राफ में कर चुके हैं, ऑपरेटिंग सिस्टम कुल मिलाकर स्टॉक संसकरण का ही है।",misc,tab,tab_1004,software,pos
396,tab_1012,neu,"कोई बात नहीं, वाम्मी 7, 4 जीबी के अंदरूनी स्टोरेज के साथ आता है  तथा इसकी मेमोरी को माइक्रो एसडी स्लॉट के द्वारा 32 जीबी तक बढ़ाया जा सकता है।",hardware,tab,tab_1012,design,neu
397,tab_1048,pos,गेमिंग और मल्टीटास्किंग दोनों तेज हैं।,software,tab,tab_1048,software,pos
398,tab_1058,con,"हालांकि ब्लूटूथ इस्तेमाल करते समय यह नोटिस किया गया कि, बैटरी वाईफाई के मुकाबले इस पर ज्यादा तेजी से चुकती है।",hardware,tab,tab_1058,software,pos
399,tab_1072,neu,"कुल मिला कर हनिकॉम्ब 3.2 इस डिवाइस के लिए अच्छा है, और डिवाइस पूरी तरह से इसके लिए तैयार की गई है।",misc,tab,tab_1072,software,pos
400,tab_1078,neu,"7-इंच के डिसप्ले के साथ, जिंक जेड990 टैबलेट के मुकाबले के अन्य टैबलेट्स में से कुछ हैं बीटेल, रिलायंस, एचसीएल और आईबेरी।",hardware,tab,tab_1078,software,pos
401,tab_1087,con,"हाथ में बहुत अच्छा लगता है , लेकिन अगर आप ने इसे ज्यादा जोर से पकड़ लिया तो यह टूट सकता है।",design,tab,tab_1087,software,pos
402,tab_1114,neu,जिंक टैबलेट में यूएसबी होस्ट फीचर है  जो यूएसबी फ्लैश स्टोरेज पर डाटा लिख और पढ़ सकता है।,hardware,tab,tab_1114,software,pos
403,tab_1123,pos,"इसका मूल मंत्र यह है , कि अगर आप नेटवर्क फंक्शन्स को बंद रखेंगे, तो सामान्य प्रयोग पर यह टैबलेट बेहतरीन बैटरी बैकअप देगी।",hardware,tab,tab_1123,software,pos
404,tab_1125,neu,इसके अलावा टैबलेट की बैटरी लाइफ औसत ही है।,hardware,tab,tab_1125,software,pos
405,tab_1126,con,"बेशक, एक टैबलेट एंड्रॉयड 4.0 आईस क्रीम सैंडविच के साथ 8990 रुपये में सुनने में अच्छा लगता है , लेकिन यह डिवाइस आम लोगों की जरूरतों से बहुत दूर है।",price,tab,tab_1126,software,pos
406,tab_1163,neg,हुवैई मीडिया पैड के बारे में एक सामान्य शिकायत बैटरी बैकअप कम होना है।,hardware,tab,tab_1163,software,pos
407,tab_1166,neu,तब भी बैटरी में कुछ क्षमता बाकी थी।,hardware,tab,tab_1166,software,pos
408,tab_1170,pos,टैबलेट के ऊपरी हिस्से में लगे दो स्पीकर काफी तेज आवाज देते हैं।,hardware,tab,tab_1170,software,pos
409,tab_1181,pos,फनबुक का आसान मगर उपयोगी डिजाइन है  जिसमें दो आवरणों के बीच में टैबलेट के इंटरनल कॉम्पोनेंट्स सुरक्षित हैं।,design,tab,tab_1181,software,pos
410,tab_1193,pos,"माइक्रोमैक्स फनबुक की एक और विशेषता है , इसमें लगा डूअल कोर 400 MHz का ग्राफिक प्रोसेसर जिससे इस डिवाइस पर फुल HD 1080p का वीडियो प्लेबैक की सुविधा भी है , पर एक बार फिर कम डिसप्ले रिजॉल्यूशन हाई डेफिनिशन कॉन्टेंट के मजे को खराब कर देता है  जिससे यूजर मिनी HDMI पोर्ट का इस्तेमाल कर इस कॉनटेंट का मजा किसी अन्य बड़े स्कीन पर ले पाता है।",hardware,tab,tab_1193,ease_of_use,neg
411,tab_1200,neu,"अब जबकि ऐसी डिवाइसेज के लिए ICS बन गए हैं जिनमें सिर्फ जरूरी या बिल्कुल भी हार्डवेयर बटन न हों, फिर भी फनबुक के साथ तीन हार्डवेयर बटन दिए गए हैं।",hardware,tab,tab_1200,software,pos
412,tab_1208,pos,"माइक्रोमैक्स फनबुक में लगी ICS 4.0 के चलते इसका मल्टीमीडिया प्रदर्शन शानदार है  क्योंकि इसकी ज्यादाकर एप्पलीकेशन्स SD कार्ड पर इंस्टॉल होने से डिवाइस की सिस्टम मेमोरी में अधिक जगह रहती है , जिससे यह तेज गति से कार्य करती है।",hardware,tab,tab_1208,software,pos
413,tab_1214,con,फनबुक जहां तेज और बेहतरीन WIFI कनेक्टिविटी देता है वहीं USB डॉन्गल्स की स्पीड आपके द्वारा लिये गए डाटा प्लान से निर्धारित होगी और आज भी तेज डाटा प्लान की कीमत भी कुछ अधिक ही है।,misc,tab,tab_1214,software,pos
414,tab_1218,neu,"एक बार पूरी तरह से चार्ज होने पर, यह बैटरी सामान्य इस्तेमाल पर एक दिन और लगातार वीडियो देखने पर 3-4 घंटे और WIFI पर वेब ब्राउजिंग के साथ 4 घंटे तक का पॉवर बैकअप देती है।",hardware,tab,tab_1218,software,pos
415,tab_1232,pos,माइक्रोसॉफ्ट का ये अब तक का सबसे पतला टैबलेट है।,design,tab,tab_1232,design,neu
416,tab_1248,pos,गर इस टैबलेट में कोई मालवेयर इंस्टॉल होता है तो भी टैब में मौजूद सेंसिटिव डाटा सुरक्षित रहेगा।,software,tab,tab_1248,software,pos
418,tra_22,neu,यहां फूलों की भी अलग-अलग किस्में पाई जाती हैं।,scenery,tra,tra_22,software,pos
420,tra_68,neg,पच्चीकारी नष्ट हो रही है और नगीने उखड़ गए हैं।,place,tra,tra_68,hardware,pos
423,tra_80,neg,जिससे ताज का सौंदर्य नष्ट हो रहा है।,scenery,tra,tra_80,hardware,pos
427,tra_94,pos,'श्योक' और 'नुब्रा' घाटियों को जोड़ने वाला यह दर्रा मोटर साइकिल और पहाड़ों के बाइक अभियान के लिए विश्व प्रसिद्ध है।,place,tra,tra_94,software,pos
429,tra_108,pos,भारत में लोगों के बीच हिल स्टेशन का क्रेज जबरदस्त है।,place,tra,tra_108,software,pos
430,tra_117,neu,ब्रिटिश शासन के दौरान अंग्रेजो के लिए मुन्नार दक्षिणी भारत का गर्मियों का रिजॉर्ट हुआ करता था।,place,tra,tra_117,place,neg
432,tra_129,neu,नजदीकी रेलवे स्टेशन तमिलनाडु का थेनी है जो मुन्नार से 60 किलोमीटर की दूरी पर है।,reachability,tra,tra_129,misc,pos
433,tra_137,pos,जाइरो पौधों और जन्तुओं के मामले में काफी धनी है तथा अपनी विविधता की वजह से प्रकृति प्रमियों के लिए आदर्श स्थान बनी हुई है।,misc,tra,tra_137,performance,neg
435,tra_177,pos,यहां हर साल फरवरी महीने में काला घोड़ा एसोशियसन की तरफ से काला घोड़ा आर्ट फेस्टीवल का आयोजन किया जाता है जो काफी रोचक होता है।,place,tra,tra_177,design,neu
436,tra_179,pos,यह जगह स्ट्रीट शॉपिंग के लिए पूरे मुंबई में प्रसिद्ध है।,misc,tra,tra_179,software,pos
437,tra_180,pos,"मुंबई के चोर बाजार के नाम से चर्चित कोलाबा कॉजवे में आपको फैशन के साजो समान, कपड़े और सजावट के हर समान सही दाम पर उपलब्ध हो जाएंगे।",misc,tra,tra_180,performance,neg
439,tra_202,pos,पशुपतिनाथ मंदिर दुनियाभर के हिन्दूतीर्थ यात्रियों के अलावा गैर हिन्दू पर्यटकों के लिए आकर्षण का केंद्र भी रहा है।,place,tra,tra_202,software,pos
441,tra_218,pos,यह काठमांडू की सबसे महत्वपूर्ण सड़क है जहां सैलानियों की भींड़ आज भी उमड़ती है।,place,tra,tra_218,software,pos
446,tra_307,pos,नदियों व पर्वत-पहाड़ियों से घिरा हुआ एक अनोखा पर्यटन स्थल केरल हमेशा ही सैलानियों को अपनी और खींचता रहा है।,scenery,tra,tra_307,design,neu
449,tra_359,pos,मुख्य सड़क की सैर या नदी किनारे टहलना आनंददायक अनुभव है।,scenery,tra,tra_359,software,pos
452,tra_399,pos,देवघर के बाहरी हिस्से में स्थित यह मंदिर अपने वास्तुशिल्प की ख़ूबसूरती के लिए जाना जाता है।,place,tra,tra_399,hardware,pos
453,tra_416,neu,जसीडीह जंक्शन भारत के सभी प्रमुख भागों से जुड़ा है।,reachability,tra,tra_416,design,neu
454,tra_429,neu,लाहौर गेट इसका मुख्य प्रवेशद्वार है।,place,tra,tra_429,design,neu
455,tra_441,neu,कहा जाता है कि यह त्रिशूल भगवान शिव से संबंधित है।,place,tra,tra_441,place,neg
456,tra_442,pos,"सुंदररानी जंगल, गली जसर्कोते, सनासार में कोई भी रोमांचक ट्रैक चुन सकते हैं।",scenery,tra,tra_442,misc,pos
457,tra_443,pos,सानासर रोड पर पटनीटॉप से छह किलोमीटर की दूरी पर स्थित माधाटॉप में स्कीइंग की बेहतरीन जगह है।,place,tra,tra_443,hardware,pos
458,tra_446,pos,खूबसूरत इमारतों और लजीज खाने के कारण मशहूर हैदराबाद प्रमुख पर्यटन स्थल है।,place,tra,tra_446,design,neu
459,tra_449,neu,चारमीनार को मुहम्मद कुली कुतुबशाह ने बनवाया था।,place,tra,tra_449,place,neg
460,tra_450,pos,हैदराबाद शहर प्राचीन और आधुनिक का अनोखा मिश्रण है जो देखने वालों को 400 वर्ष पुराने भवनों की भव्यता के साथ आपस में सटी आधुनिक इमारतों का दर्शन भी कराता है।,place,tra,tra_450,hardware,pos
461,tra_454,con,"चार मीनार की छत पर जाकर शहर का एक विहंगम दृश्य दिखाई देता है, जबकि मीनारों के अंदर अत्यधिक भीड़ के कारण कुछ विशेष अतिथियों को भारतीय पुरातत्व सर्वेक्षण, हैदराबाद वृत की अनुमति से यहां जाने दिया जाता है और वे मीनारों के सबसे ऊपरी सिरे पर जाकर हैदराबाद का दृश्य देख सकते हैं।",reachability,tra,tra_454,software,pos
462,tra_479,pos,"दूर-दूर तक फैले खूबसूरत चाय के बागान, हरी-भरी घाटियां, वर्ष भर सुहाना मौसम, ऊंची-ऊंची चोटियां, अभयारण्य, प्राकृतिक खुशबू से भरी हवा के अलावा बाकी वह सब कुछ है जो आपकी हनीमून को यादगार बना सकता है।",place,tra,tra_479,place,neg
463,tra_484,pos,खंडाला: प्राकृतिक सौंदर्य का पिटारा,place,tra,tra_484,hardware,pos
464,tra_487,pos,खूबसूरत पहाड़ों और झरनों के बीच बसे इस लोकप्रिय हिल स्टेशन का मनोरम दृश्य किसी को भी मोहित कर देगा।,place,tra,tra_487,performance,neg
465,tra_494,pos,ऊंचे-ऊंचे देवदार और बलूत वृक्षों के बीच स्थित इस हिल स्टेशन का नजारा बेहद शांत और आकषर्क लगता है।,scenery,tra,tra_494,hardware,pos
466,tra_495,pos,उत्तराखंड की गोद में स्थित धनौल्टी गढ़वाल का मशहूर हिल स्टेशन है जो मसूरी से लगभग तीस किलोमीटर दूर स्थित है।,place,tra,tra_495,hardware,pos
467,tra_505,pos,कसौली ताजगी और शांति का आदर्श हनीमून डिस्टनेशन है।,place,tra,tra_505,hardware,pos
468,tra_506,pos,सेंट्रल रिसर्च इंस्टीट्यूट और लॉरेंस स्कूल कसौली के पर्यटन स्थल है जो विश्व में भी प्रसिद्ध हैं।,place,tra,tra_506,software,pos
469,tra_516,pos,जिम कॉर्बेट नेशनल पार्क भारत में सबसे पुराना राष्ट्रीय उद्यान है।,place,tra,tra_516,place,neg
470,tra_519,pos,इन जानवरो को नजदीक से देखकर आप रोमांचित हो जाएंगे।,scenery,tra,tra_519,misc,pos
471,tra_520,pos,बांधवगढ़ अभयारण्य मध्य प्रदेश का सबसे प्रसिद्ध राष्ट्रीय उद्यानों में से एक है।,place,tra,tra_520,software,pos
472,tra_524,pos,बाघों से रूबरू होने की यह सही जगह है।,scenery,tra,tra_524,software,pos
473,tra_528,pos,पेरियार नेशनल पार्क (पेरियार राष्ट्रीय उद्यान) दक्षिणी भारत का एक खूबसूरत और प्रसिद्ध पार्क है।,place,tra,tra_528,software,pos
474,tra_534,neu,पश्चिम बंगाल में स्थित यह राष्ट्रीय उद्यान मैंग्रोव (सुंदरी) जंगल से घिरा है।,misc,tra,tra_534,place,neg
475,tra_536,pos,मध्य प्रदेश अपने राष्ट्रीय पार्को और जंगलों के लिए प्रसिद्ध है।,place,tra,tra_536,software,pos
476,tra_537,pos,मध्यप्रदेश के मंडला जिलें में स्थित विश्व प्रसिद्ध कान्हा राष्ट्रीय उद्यान की प्राकृतिक सुंदरता पर्यटकों के बीच हमेशा से आकर्षण का केंद्र रहा है।,place,tra,tra_537,software,pos
477,tra_539,pos,इस उद्यान में पक्षियों के अलावा कई प्रजातियों के सुंदर फूल और खूबसूरत तितलियां भी देखी जा सकती हैं।,scenery,tra,tra_539,software,pos
478,tra_552,pos,सतरंगी ट्यूलिप के फूलों से सजा ट्यूलिप गार्डन घाटी में पर्यटकों के आकर्षण का एक प्रमुख केंद्र बन गया है।,place,tra,tra_552,design,neu
479,tra_567,pos,मुख्य आकर्षण-खूबसूरत ट्यूलिप के फूल और सांस्कृतिक कार्यक्रम व प्रदर्शनी,place,tra,tra_567,design,neu
480,tra_576,pos,इस दौरान शिव बारात मुख्य आकर्षण होता है।,place,tra,tra_576,design,neu
481,tra_582,pos,भोलेनाथ के श्रृंगार को देखने के लिए मंदिर में श्रद्धालु और पर्यटक खास तौर पर आते हैं।,misc,tra,tra_582,software,pos
482,tra_583,pos,"यहां शिवलिंग का शहद, चंदन, बेलपत्र और फूल से विशेष श्रृंगार किया जाता है।",misc,tra,tra_583,software,pos
483,tra_586,pos,प्रकृति ने मनाली का श्रृंगार खुले हाथों से किया है।,place,tra,tra_586,misc,pos
484,tra_590,pos,"सैलानी का पहला दिन समुद्र तल से 13050 फीट ऊंचे रोहतांग दर्रे पर कटता है, जहां सैलानी पल-पल रंग बदलते मौसम का कायल हो जाता है।",place,tra,tra_590,place,neg
485,tra_599,pos,यहां ऐतिहासिक गुरुद्वारा और गर्म पानी के चश्मे सभी का मन मोह लेते हैं।,place,tra,tra_599,place,neg
486,tra_606,pos,बाहंग के हिम वैली फन पार्क में भी सैलानी दस्तक देकर सुकून के दो पल बिताते हुए मनाली की यात्रा को यादगार बना सकते हैं।,place,tra,tra_606,performance,neg
487,tra_611,pos,दरगाह अजमेर शरीफ का भारत में बड़ा महत्व है।,place,tra,tra_611,place,neg
488,tra_617,pos,अजमेर शहर के बीच बनी यह सुंदर कृतिम झील यहां का सबसे रमणीक स्थल है।,place,tra,tra_617,place,neg
489,tra_624,pos,अजमेर की ऐतिहासिक धरोहर तारागढ़ दुर्ग की दीवारें व बुर्ज पर्यटकों को लुभाते हैं।,place,tra,tra_624,place,neg
490,tra_640,pos,यह अभयारण्य प्राकृतिक सुंदरता के साथ-साथ पक्षियों से गुलजार रहता है।,scenery,tra,tra_640,hardware,pos
491,tra_643,pos,यह बहुत ही सुंदर और दर्शनीय स्थल है।,place,tra,tra_643,software,pos
492,tra_655,pos,इस शहर का उल्लेख भारत के धार्मिक ग्रन्थों में भी मिलता है।,misc,tra,tra_655,place,neg
493,tra_678,pos,महम की बावड़ी देश भर में प्रसिद्ध है।,place,tra,tra_678,software,pos
494,tra_688,neu,"पटना से लगभग 107 किमी और नालंदा से 19 किमी दूर राजगीर हिन्दू, जैन और बौद्ध तीनों धर्मो के धार्मिक स्थल हैं।",misc,tra,tra_688,place,neg
495,tra_689,neu,खासकर बौद्ध धर्म से इसका बहुत प्राचीन संबंध है।,place,tra,tra_689,software,pos
496,tra_694,neu,राजगीर पांच चट्टानी पहाड़ियों से घिरा है।,place,tra,tra_694,place,neg
497,tra_709,neu,"इस महोत्सव में मगध के इतिहास की झलक कलाकार गीत, संगीत और नृत्य के माध्यम से प्रस्तुत करते हैं।",misc,tra,tra_709,software,pos
498,tra_714,neu,बीकानेर यात्रा में राकेश के साथ लडेरा गाँव स्थित मरुभूमि महोत्सव देखने का कार्यक्रम बनाया गया था।,misc,tra,tra_714,hardware,pos
499,tra_723,pos,शायद वर्षों तक ये दृश्य मेरे स्मृतिपटल पर अंकित रहे।,scenery,tra,tra_723,performance,neg
500,tra_760,pos,माउंट एवरेस्ट को देख पाने की ललक भी अंदर ही अंदर स्कूली मन में कुलाँचे मार रही थी।,misc,tra,tra_760,hardware,pos
501,tra_767,neg,यहाँ खाना पीना उतना मँहगा नहीं पर रहना जेब को काफी भारी पड़ता है।,place,tra,tra_767,software,pos
502,tel_3,pos,"इस TV के बैकपैनल में खास LED Lights की पट्टियां लगी हुई है, जो स्क्रीन पर चल रही तस्वीर के हिसाब से अपने रंग बदलने की काबिलियत रखती है।",hardware,tel,tel_3,software,pos
503,tel_15,neu,"LED के पीछे स्पीकर्स और दूसरा सर्किट दिया है, इनमें ऑडियो पोर्ट, USB पोर्ट, 2 HDMI पोर्ट और VGA पोर्ट शामिल हैं।",hardware,tel,tel_15,software,pos
504,tel_17,neu,"बाएं तरफ ही कोएक्सीअल पोर्ट और अतिरिक्त USB पोर्ट दिया गया है साथ ही, यहां हेडफोन और मिनी AV आउट जैक भी मौजूद है।",hardware,tel,tel_17,software,pos
505,tel_30,neu,टेलीविजन में ऐप्स इन्सटॉल करने के लिए ऑनबोर्ड 8GB स्टोरेज है।,hardware,tel,tel_30,software,pos
506,tel_38,pos,ये बेहतर क्वालिटी और वाइड व्यू देने के साथ-साथ यूजर्स की आंखों को भी नुकसान नहीं पहुचाती है।,ease_of_use,tel,tel_38,software,pos
507,tel_48,neu,माइक्रोमैक्स के 4K टीवी 42 इंच और 49 इंच की स्क्रीन साइज ऑप्शन में आएंगे।,hardware,tel,tel_48,hardware,pos
508,tel_53,neu,माइक्रोमैक्स के ये दोनों ही टीवी एंड्रॉइड ऑपरेटिंग सिस्टम पर आधारित हैं।,software,tel,tel_53,software,pos
509,tel_76,neu,एप्पल टीवी में इंटरनेट कनेश्न पोर्ट के साथ एक HDMI पोर्ट (डिजिटल ऑडियो और वीडियो ट्रांसफर करने के लिए HDMI पोर्ट और केबल का इस्तेमाल किया जाता है।,hardware,tel,tel_76,ease_of_use,neg
510,tel_96,neu,"फिलहाल नया मैक स्पेशलिस्ट, सीरीयस फोटोग्राफर और 4K एडिटर को फोकस करेगा।",misc,tel,tel_96,software,pos
511,tel_108,pos,यही इसका सबसे महत्वपूर्ण फीचर भी है।,misc,tel,tel_108,software,pos
512,tel_129,pos,इसके चलते पिक्चर क्वालिटी पूरी तरह क्लियर मिलती है।,hardware,tel,tel_129,hardware,pos
